Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CHE,4330,1,Process Design II,65%,26%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,Roat Suzanne Deirdre,
CHE,4440,1,"Safety, Env & Prof Practice",0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Husson Scott M,
CHE,8900,2,GANN Ed. Leadership Semi,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Blenner Mark Alan,
CHE,8950,1,Graduate Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Husson Scott M,
CHE,9910,2,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Blenner Mark Alan,
CHE,9910,4,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Davis Eric Mikel,
CHE,9910,6,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Husson Scott M,
CHIN,1010,1,Elementary Chinese,60%,27%,0%,0%,0%,0%,0%,7%,0%,7%,0%,0%,An Yanming,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 26 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CHIN,1020,1,Elementary Chinese,43%,14%,7%,0%,0%,0%,0%,21%,0%,14%,0%,0%,Rao Ling,
CHIN,3120,1,Philosophy in Ancient Chin,36%,23%,0%,0%,0%,0%,0%,9%,0%,23%,5%,5%,An Yanming,
COM,1010,1,Acad & Dev I,0%,0%,0%,0%,0%,97%,0%,3%,0%,0%,0%,0%,Pindar Lori Marlise,
COM,1010,2,Acad & Dev I,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Pindar Lori Marlise,
COM,1010,3,Acad & Dev I,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Pindar Lori Marlise,
COM,1500,1,Intro to Human Communic,83%,7%,3%,1%,0%,0%,0%,0%,0%,5%,0%,1%,Fecher Daniel Leland,
COM,1500,2,Intro to Human Communic,57%,33%,2%,0%,0%,0%,0%,0%,0%,5%,2%,1%,Fecher Daniel Leland,
COM,1500,3,Intro to Human Communic,89%,7%,2%,0%,1%,0%,0%,0%,0%,1%,0%,1%,Fecher Daniel Leland,
COM,1500,4,Intro to Human Communic,84%,10%,0%,0%,0%,0%,0%,1%,0%,4%,2%,0%,Glaser Marianne Herr,
COM,1500,5,Intro to Human Communic,76%,11%,2%,0%,0%,0%,0%,2%,0%,7%,1%,1%,Glaser Marianne Herr,
COM,1500,6,Intro to Human Communic,61%,17%,1%,0%,0%,0%,0%,3%,1%,11%,3%,3%,Condon Vanessa,
,,,,,,,,,,,,,,,,Anne,
COM,2010,1,Intr to Comm Studies,73%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Baker Caitlin E,
COM,2010,2,Intr to Comm Studies,85%,8%,4%,0%,0%,0%,0%,0%,0%,0%,0%,4%,Baker Caitlin E,
COM,2030,1,Mass Communication The,40%,20%,0%,0%,7%,0%,0%,0%,0%,27%,0%,7%,Taweh Jumah Patricia,
COM,2040,1,Critical-Cultural Comm The,76%,4%,0%,4%,0%,0%,0%,0%,0%,16%,0%,0%,Gilmore James,
,,,,,,,,,,,,,,,,Nicholas,
COM,2100,1,Quant Comm Research Me,54%,29%,0%,0%,0%,0%,0%,0%,0%,18%,0%,0%,Ash Erin Michelle,
COM,2500,1,Public Speaking,76%,14%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Fecher Daniel Leland,
COM,2500,3,Public Speaking,33%,43%,10%,0%,0%,0%,0%,10%,0%,5%,0%,0%,Covert Marshall,
,,,,,,,,,,,,,,,,Thomas,
COM,2500,4,Public Speaking,57%,38%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Covert Marshall,
,,,,,,,,,,,,,,,,Thomas,
COM,2500,5,Public Speaking,57%,33%,0%,0%,0%,0%,0%,5%,0%,5%,0%,0%,Covert Marshall,
,,,,,,,,,,,,,,,,Thomas,
COM,2500,6,Public Speaking,84%,11%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,McElveen Katie,
,,,,,,,,,,,,,,,,Barnes,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 27 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,7,Public Speaking,50%,10%,5%,0%,0%,0%,0%,5%,0%,25%,0%,5%,Pikel Ashley Lauren,
COM,2500,9,Public Speaking,81%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Covert Marshall,
,,,,,,,,,,,,,,,,Thomas,
COM,2500,10,Public Speaking,81%,5%,0%,0%,0%,0%,0%,5%,0%,5%,5%,0%,Crocker Sara,
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,11,Public Speaking,62%,33%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,Crocker Sara,
,,,,,,,,,,,,,,,,Grumbles,
COM,2500,14,Public Speaking,71%,24%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,Taweh Jumah Patricia,
COM,2500,15,Public Speaking,80%,10%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Condon Vanessa,
,,,,,,,,,,,,,,,,Anne,
COM,2500,16,Public Speaking,81%,10%,0%,0%,0%,0%,0%,5%,0%,0%,0%,5%,Brewer Charles John,
COM,2500,17,Public Speaking,90%,5%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Brewer Charles John,
COM,2500,20,Public Speaking,38%,29%,0%,0%,0%,0%,0%,10%,0%,24%,0%,0%,Gilmore Elizabeth,
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,2500,22,Public Speaking,52%,29%,0%,0%,0%,0%,0%,0%,0%,14%,0%,5%,Davis Alyssa Christine,
COM,2500,23,Public Speaking,67%,24%,0%,0%,0%,0%,0%,0%,0%,5%,0%,5%,Pikel Ashley Lauren,
COM,2500,24,Public Speaking,67%,14%,5%,5%,0%,0%,0%,5%,0%,0%,5%,0%,Condon Vanessa,
,,,,,,,,,,,,,,,,Anne,
COM,2500,25,Public Speaking,90%,5%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,McElveen Katie,
,,,,,,,,,,,,,,,,Barnes,
COM,2500,29,Public Speaking,67%,19%,0%,0%,0%,0%,0%,5%,0%,5%,0%,5%,McElveen Katie,
,,,,,,,,,,,,,,,,Barnes,
COM,2500,31,Public Speaking,90%,5%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,McElveen Katie,
,,,,,,,,,,,,,,,,Barnes,
COM,2500,32,Public Speaking,57%,24%,5%,0%,0%,0%,0%,0%,0%,10%,0%,5%,Brewer Charles John,
COM,2500,33,Public Speaking,20%,25%,0%,0%,0%,0%,0%,20%,0%,30%,0%,5%,Pikel Ashley Lauren,
COM,2500,34,Public Speaking,62%,14%,0%,0%,10%,0%,0%,5%,0%,5%,0%,5%,Crocker Sara,
,,,,,,,,,,,,,,,,Grumbles,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 28 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,2500,35,Public Speaking,43%,24%,5%,0%,0%,0%,0%,0%,0%,24%,5%,0%,Pikel Ashley Lauren,
COM,2500,36,Public Speaking,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Fecher Daniel Leland,
COM,2500,37,Public Speaking,48%,38%,5%,0%,0%,0%,0%,10%,0%,0%,0%,0%,Brewer Charles John,
COM,2500,38,Public Speaking,67%,14%,0%,0%,0%,0%,0%,0%,0%,19%,0%,0%,Gilmore Elizabeth,
,,,,,,,,,,,,,,,,Ann Kaszynski,
COM,2500,400,Public Speaking,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,Davis Alexis Zachary,
COM,2500,402,Public Speaking,90%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Davis Alexis Zachary,
COM,2500,403,Public Speaking,67%,14%,0%,0%,5%,0%,0%,14%,0%,0%,0%,0%,Davis Alexis Zachary,
COM,3080,1,Public Comm & Pop Cultur,70%,26%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Ash Erin Michelle,
COM,3200,1,Bdcst Production,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,Johnson Wanda A,
COM,3240,1,"Communication, Sport & S",43%,26%,4%,0%,0%,0%,0%,4%,0%,22%,0%,0%,Cranmer Gregory,
,,,,,,,,,,,,,,,,Keith,
COM,3240,2,"Communication, Sport & S",32%,60%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Cranmer Gregory,
,,,,,,,,,,,,,,,,Keith,
COM,3480,1,Interpersonal Comm,65%,31%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Davis Alyssa Christine,
COM,3570,1,Public Relations Writing,64%,14%,0%,0%,0%,0%,0%,9%,0%,14%,0%,0%,Beckner Rachelle,
,,,,,,,,,,,,,,,,Leigh,
COM,3610,1,Argue and Debate,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Dixon Lindsey C,
COM,3660,2,Undergraduate Tutors,86%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Davis Alyssa Christine,
COM,3660,3,Corporate Communication,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Barnes J. Mark,
COM,3900,1,Communication Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Pindar Lori Marlise,
COM,4250,1,Adv Sports Comm,27%,64%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,Denham Bryan E.,
COM,4260,1,Social Media and Sports Co,92%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%,Pratt Angela N,
COM,4260,2,Social Media and Sports Co,72%,24%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,Pratt Angela N,
COM,4550,1,Gender Communication,67%,7%,3%,0%,3%,0%,0%,3%,0%,17%,0%,0%,Scott David Travers,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 29 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
COM,4700,1,Comm & Health,67%,17%,0%,0%,3%,0%,0%,7%,0%,7%,0%,0%,Pangborn Stephanie,
,,,,,,,,,,,,,,,,Michelle,
COM,4950,1,Senior Capstone,76%,12%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Gilmore James,
,,,,,,,,,,,,,,,,Nicholas,
COM,4980,1,Acad & Prof Dev II,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Pindar Lori Marlise,
COM,8000,1,Communication Pedagogy,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Fecher Daniel Leland,
COM,8110,1,Comm Research Methods I,65%,24%,0%,0%,0%,0%,0%,6%,0%,6%,0%,0%,Pangborn Stephanie,
,,,,,,,,,,,,,,,,Michelle,
COM,8910,1,Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Scott David Travers,
COOP,1010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neal Jeffrey Frank,
COOP,1020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neal Jeffrey Frank,
COOP,1030,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neal Jeffrey Frank,
COOP,2010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neal Jeffrey Frank,
COOP,2020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Neal Jeffrey Frank,
COOP,6010,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Burton O'Neil B,
COOP,6020,1,Co-Op Education,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Burton O'Neil B,
CPSC,1010,2,Computer Science I,19%,20%,5%,7%,5%,0%,0%,19%,0%,12%,7%,7%,Sun Yu-Shan,
CPSC,1010,3,Computer Science I,26%,15%,8%,2%,0%,0%,0%,15%,0%,27%,3%,5%,Van Scoy Roger Larry,
CPSC,1020,100,Computer Science II,24%,19%,5%,0%,0%,0%,0%,14%,0%,38%,0%,0%,Tessendorf Jerry A.,
CPSC,1020,200,Computer Science II,39%,28%,9%,0%,0%,0%,0%,11%,0%,9%,4%,0%,Drachova Svetlana V,
CPSC,1020,300,Computer Science II,24%,13%,4%,0%,0%,0%,0%,22%,0%,27%,7%,2%,Duchowski Andrew T,
CPSC,1020,400,Computer Science II,27%,19%,2%,2%,0%,0%,0%,17%,0%,25%,6%,2%,Hochrine Catherine A,
CPSC,1070,100,Programming Methodolog,52%,21%,2%,0%,0%,0%,0%,4%,0%,19%,0%,2%,Babu Sabarish Venkat,
CPSC,1070,200,Programming Methodolog,54%,22%,2%,0%,2%,0%,0%,5%,0%,12%,0%,2%,Babu Sabarish Venkat,
CPSC,1110,1,Intro to Programming in C,31%,30%,8%,2%,0%,0%,0%,7%,0%,18%,5%,0%,Hochrine Catherine A,
CPSC,1110,2,Intro to Programming in C,37%,25%,2%,0%,4%,0%,0%,14%,0%,12%,4%,4%,Hochrine Catherine A,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 30 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,2070,1,Discrete Structures,48%,26%,3%,0%,0%,0%,0%,10%,0%,10%,3%,0%,Hedetniemi Sandra M,
CPSC,2070,2,Discrete Structures,45%,20%,2%,0%,1%,0%,0%,5%,0%,22%,1%,3%,Hodges Larry F,
CPSC,2070,3,Discrete Structures,35%,24%,12%,0%,6%,0%,0%,0%,0%,12%,12%,0%,Srimani Pradip K.,
CPSC,2120,1,Algs/Data Structures,56%,22%,0%,0%,0%,0%,0%,9%,0%,9%,4%,0%,Widman Nicolas,
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,2,Algs/Data Structures,51%,30%,2%,0%,2%,0%,0%,5%,0%,5%,2%,2%,Widman Nicolas,
,,,,,,,,,,,,,,,,Benjamin,
CPSC,2120,3,Algs/Data Structures,20%,52%,4%,0%,0%,0%,0%,4%,0%,16%,4%,0%,Goddard Wayne D,
CPSC,2120,4,Algs/Data Structures,54%,13%,13%,0%,0%,0%,0%,0%,0%,21%,0%,0%,Goddard Wayne D,
CPSC,2150,1,Software Dev Foundations,18%,16%,14%,0%,0%,0%,0%,22%,0%,18%,6%,6%,Sun Yu-Shan,
CPSC,2150,2,Software Dev Foundations,16%,22%,12%,0%,2%,0%,0%,16%,0%,16%,6%,10%,Sun Yu-Shan,
CPSC,2150,3,Software Dev Foundations,18%,36%,4%,0%,0%,0%,0%,16%,0%,24%,0%,2%,Plis Kevin Anton,
CPSC,2200,100,Problem Solving w/ Office,43%,24%,4%,0%,6%,0%,0%,6%,0%,12%,4%,0%,Hochrine Catherine A,
CPSC,2310,1,Intro Computer Org,36%,12%,14%,0%,0%,0%,0%,3%,0%,26%,5%,3%,Feaster Yvon H.,
CPSC,2310,2,Intro Computer Org,38%,26%,7%,3%,2%,0%,0%,5%,0%,17%,0%,2%,Feaster Yvon H.,
CPSC,2910,1,Prof Issues I,69%,14%,0%,0%,0%,0%,0%,7%,0%,7%,3%,0%,McNeese Nathaniel J,
CPSC,2910,2,Prof Issues I,64%,18%,4%,0%,0%,0%,0%,0%,0%,11%,4%,0%,McNeese Nathaniel J,
CPSC,2910,3,Prof Issues I,73%,14%,0%,0%,5%,0%,0%,9%,0%,0%,0%,0%,McNeese Nathaniel J,
CPSC,2910,4,Prof Issues I,75%,20%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,McNeese Nathaniel J,
CPSC,2920,1,"Computing, Ethics & Societ",32%,22%,6%,2%,2%,0%,0%,10%,2%,24%,0%,0%,Plaue Christopher M,
CPSC,3120,1,Design Analysis of Algorith,20%,13%,27%,0%,0%,0%,0%,40%,0%,0%,0%,0%,Srimani Pradip K.,
CPSC,3120,2,Design Analysis of Algorith,39%,22%,7%,0%,0%,0%,0%,7%,0%,24%,0%,2%,Iuricich Federico,
CPSC,3220,1,Intro to Operating Systems,38%,28%,3%,0%,3%,0%,0%,3%,0%,17%,3%,3%,Feng Xizhou,
CPSC,3220,2,Intro to Operating Systems,29%,32%,2%,0%,0%,0%,0%,10%,0%,22%,2%,2%,Ge Rong,
CPSC,3220,3,Intro to Operating Systems,11%,23%,9%,0%,0%,0%,0%,6%,0%,49%,0%,3%,Smotherman Mark K,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 31 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,3300,1,Computer Systems Org,59%,24%,0%,0%,2%,0%,0%,2%,0%,12%,0%,0%,Widman Nicolas,
,,,,,,,,,,,,,,,,Benjamin,
CPSC,3300,2,Computer Systems Org,40%,26%,0%,0%,0%,0%,0%,4%,2%,28%,0%,0%,Widman Nicolas,
,,,,,,,,,,,,,,,,Benjamin,
CPSC,3500,1,Foundations of Computer,30%,34%,8%,0%,0%,0%,0%,2%,0%,26%,0%,0%,Goddard Wayne D,
CPSC,3520,1,Programming Systems,30%,20%,9%,2%,0%,0%,0%,6%,0%,33%,0%,0%,Schalkoff Robert J,
CPSC,3600,1,Network Programming,74%,12%,0%,2%,0%,0%,0%,4%,0%,8%,0%,0%,Cheng Long,
CPSC,3600,2,Network Programming,51%,20%,6%,0%,0%,0%,0%,2%,0%,22%,0%,0%,Martin James J,
CPSC,3710,1,Systems Analysis,69%,10%,7%,0%,0%,0%,0%,3%,0%,7%,3%,0%,Van Scoy Roger Larry,
CPSC,3720,1,Software Engineering,29%,45%,0%,0%,0%,0%,0%,0%,0%,27%,0%,0%,Sitaraman Murali,
CPSC,3720,2,Software Engineering,36%,33%,2%,0%,0%,0%,0%,2%,0%,24%,0%,2%,Kraemer Eileen,
,,,,,,,,,,,,,,,,Theresa,
CPSC,4050,1,Computer Graphics,29%,0%,5%,0%,0%,0%,0%,19%,0%,38%,10%,0%,Dhillon Daljit Singh,
CPSC,4110,1,Virtual Reality Systems,47%,21%,9%,0%,3%,0%,0%,3%,0%,15%,0%,3%,Robb Andrew C,
CPSC,4140,1,Human and Computer Inte,41%,47%,0%,0%,0%,0%,0%,0%,0%,13%,0%,0%,Knijnenburg Bart,
CPSC,4180,1,Usable Privacy and Securit,65%,17%,4%,0%,0%,0%,0%,13%,0%,0%,0%,0%,Caine Kelly E,
CPSC,4200,1,Computer Security Principl,42%,42%,0%,0%,0%,0%,0%,0%,0%,12%,0%,4%,Feaster Yvon H.,
CPSC,4240,1,System Admin and Securit,80%,15%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Drachova Svetlana V,
CPSC,4300,1,Applied Data Science,66%,14%,3%,0%,0%,0%,0%,0%,0%,17%,0%,0%,Hubig Nina Christine,
CPSC,4440,1,Cloud Computing Architect,28%,44%,6%,0%,0%,0%,0%,3%,0%,13%,0%,6%,Apon Amy W.,
CPSC,4620,1,Database Management Sys,21%,53%,0%,0%,5%,0%,0%,0%,0%,21%,0%,0%,Wang Zijun,
CPSC,4620,2,Database Management Sys,33%,41%,4%,2%,0%,0%,0%,0%,0%,16%,2%,2%,Plis Kevin Anton,
CPSC,4620,3,Database Management Sys,27%,11%,19%,0%,0%,0%,0%,0%,0%,38%,5%,0%,Plis Kevin Anton,
CPSC,4720,1,Software Devel Methodolg,55%,20%,5%,0%,0%,0%,0%,0%,0%,15%,0%,5%,Rodeghero Paige,
,,,,,,,,,,,,,,,,Anne,
CPSC,4820,1,Special Topics: Tang and E,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,Ullmer Brygg Anders,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 32 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,4820,2,Special Topics: Hands on,75%,10%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,Hodges Larry F,
CPSC,4820,3,Special Topic: Computer Vi,64%,7%,7%,0%,0%,0%,0%,14%,0%,0%,0%,7%,Duchowski Andrew T,
CPSC,4820,4,Special Topic: Comp Ani &,21%,25%,18%,0%,0%,0%,0%,14%,0%,18%,0%,4%,Joerg Christina,
,,,,,,,,,,,,,,,,Sophie,
CPSC,4820,5,Spec Top: Int Phys Model,30%,10%,10%,0%,0%,0%,0%,20%,0%,30%,0%,0%,Tessendorf Jerry A.,
CPSC,4890,1,Programming Team Semin,67%,14%,0%,0%,0%,0%,0%,5%,0%,14%,0%,0%,Dean Brian,
,,,,,,,,,,,,,,,,Christopher,
CPSC,4910,1,Professional Issues II,32%,45%,3%,0%,0%,0%,0%,0%,0%,18%,3%,0%,Van Scoy Roger Larry,
CPSC,4910,2,Professional Issues II,63%,26%,0%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Van Scoy Roger Larry,
CPSC,4910,3,Professional Issues II,81%,10%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,Herzog Alexander,
,,,,,,,,,,,,,,,,Christoph,
CPSC,6050,1,Computer Graphics,29%,0%,0%,0%,0%,0%,0%,29%,0%,14%,29%,0%,Dhillon Daljit Singh,
CPSC,6110,1,Virtual Reality Systems,56%,22%,11%,0%,0%,0%,0%,0%,0%,11%,0%,0%,Robb Andrew C,
CPSC,6140,1,Human and Computer Inte,50%,36%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,Knijnenburg Bart,
CPSC,6300,1,Applied Data Science,85%,10%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,Hubig Nina Christine,
CPSC,6440,1,Cloud Computing Architect,50%,35%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,Shue Mitch,
CPSC,6620,1,Database Management Sys,69%,6%,0%,0%,0%,0%,0%,6%,0%,19%,0%,0%,Wang Zijun,
CPSC,6820,2,Special Topics: Hands on,83%,11%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Hodges Larry F,
CPSC,6820,4,Special Top: Comp Anim &,40%,40%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,Joerg Christina,
,,,,,,,,,,,,,,,,Sophie,
CPSC,6820,844,Special Top: Comp Anim &,0%,60%,20%,0%,0%,0%,0%,0%,0%,20%,0%,0%,Joerg Christina,
,,,,,,,,,,,,,,,,Sophie,
CPSC,8400,1,Design & Anlys of Algorith,24%,26%,0%,0%,0%,0%,0%,11%,0%,18%,21%,0%,Dean Brian,
,,,,,,,,,,,,,,,,Christopher,
CPSC,8570,1,Network Technologies Sec,88%,3%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,Hu Hongxin,
CPSC,8630,1,Multimedia Sys/Apps,27%,27%,0%,0%,9%,0%,0%,18%,0%,18%,0%,0%,Wang Zijun,
CPSC,8650,1,Data Mining,64%,28%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,Wang Zijun,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Monday, September 21, 2020",,,,,,,,,,,,,,,,Page 33 of 133,
Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
CPSC,8720,1,Software Spec & Design Te,55%,24%,3%,0%,0%,0%,0%,5%,0%,11%,3%,0%,Rodeghero Paige,
,,,,,,,,,,,,,,,,Anne,
CPSC,8810,1,Sel Topic: BDSI Standards/,0%,67%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,Dean Brian,
,,,,,,,,,,,,,,,,Christopher,
CPSC,8810,4,Selected Topics: Moti Plan,79%,7%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,Karamouzas Ioannis,
CPSC,8810,5,Sel Topic: Deep Learning,59%,16%,0%,0%,0%,0%,0%,11%,0%,14%,0%,0%,Luo Feng,
CPSC,8810,6,Sp Top: Hi Perf Comp for P,81%,13%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,Jin Shuangshuang,
CPSC,8810,304,Sel Top: Motion Plan,67%,8%,0%,0%,0%,0%,0%,0%,0%,26%,0%,0%,Karamouzas Ioannis,
CPSC,9500,3,Visual Computing Seminar,0%,0%,0%,0%,0%,71%,0%,29%,0%,0%,0%,0%,Iuricich Federico,
CPSC,9500,6,CS Education Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Kraemer Eileen,
,,,,,,,,,,,,,,,,Theresa,
CPSC,9910,6,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Dean Brian,
,,,,,,,,,,,,,,,,Christopher,
CPSC,9910,24,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Luo Feng,
CPSC,9910,31,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,Safro Ilya Mark,
