Course,Number,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AVS,1510,5,Intro Ani Sci Lab,52%,40%,8%,0%,0%,0%,0%,0%,"Miller, Richelle Lor",
AVS,1510,6,Intro Ani Sci Lab,44%,32%,16%,4%,0%,0%,0%,4%,"Bolt, Brian G",
AVS,1510,7,Intro Ani Sci Lab,42%,35%,23%,0%,0%,0%,0%,0%,"Waggoner, Emily Ruth",
AVS,2030,1,Dairy Sci Techniques,81%,14%,0%,0%,2%,0%,0%,2%,"Waggoner, Emily Ruth",
AVS,2040,1,Horse Care Techniques,53%,29%,13%,3%,0%,0%,0%,3%,"Baxley, Anna Rebecca",
AVS,2050,1,Horsemanship Techniques,83%,17%,0%,0%,0%,0%,0%,0%,"Baxley, Anna Rebecca",
AVS,2060,1,Swine Techniques,76%,17%,5%,0%,2%,0%,0%,0%,"Miller, Richelle Lor",
AVS,2110,1,Meat Processing Techniques,38%,38%,23%,0%,0%,0%,0%,0%,"Hall, Michelle A",
AVS,3010,1,Anat & Phys Dom Ani,38%,23%,22%,14%,1%,0%,0%,2%,"Birrenkott, Glenn P",
AVS,3020,1,Livestk Sel Eval I,85%,8%,0%,8%,0%,0%,0%,0%,"Miller, Richelle Lor",
AVS,3090,1,Equine Evaluation,50%,35%,10%,0%,0%,0%,0%,5%,"Vernon, Kristine Lan",
AVS,3100,1,Animal Health,36%,31%,26%,3%,1%,0%,0%,2%,"Hall, Michelle A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 9 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
AVS,3110,1,Dairy Cattle Select,56%,39%,0%,0%,0%,0%,0%,6%,"Waggoner, Emily Ruth",
AVS,3700,1,Prin Animal Nutr,17%,30%,32%,14%,6%,0%,0%,2%,"Long, Nathan M",
AVS,4060,1,Seminars & Relat Top,73%,0%,20%,7%,0%,0%,0%,0%,"Hall, Michelle A",
AVS,4060,2,Seminars & Relat Top,90%,10%,0%,0%,0%,0%,0%,0%,"Birrenkott, Glenn P",
AVS,4150,1,Contemp Issues Avs,20%,45%,24%,6%,2%,0%,0%,2%,"Skewes, Peter A",
AVS,4160,1,Equine Exercise Phys,61%,28%,11%,0%,0%,0%,0%,0%,"Vernon, Kristine Lan",
AVS,4650,1,Animal Physiology I,29%,50%,14%,7%,0%,0%,0%,0%,"Dunn, Heather Walker",
AVS,4700,1,Anim Genetics,90%,8%,0%,3%,0%,0%,0%,0%,"Bolt, Brian G",
BCHM,1030,1,Careers in Bioch/Gen,94%,2%,2%,2%,0%,0%,0%,2%,"Starr-Moss, Alison N",
BCHM,3050,1,Essen Elements Bioch,19%,30%,26%,12%,7%,0%,0%,5%,"Ingram-Smith, Cheryl",
BCHM,4060,1,Physiological Chem,41%,25%,12%,14%,2%,0%,0%,6%,"Bodine, Ashby Burges",
BCHM,4310,1,Phys App to Bioch,30%,30%,37%,0%,0%,0%,0%,4%,"Cao, Weiguo",
BCHM,4330,1,Gen Bioch Lab I,50%,50%,0%,0%,0%,0%,0%,0%,"Cao, Weiguo",
BCHM,4330,2,Gen Bioch Lab I,86%,14%,0%,0%,0%,0%,0%,0%,"Cao, Weiguo",
BCHM,8140,1,Advanced Biochem,79%,14%,7%,0%,0%,0%,0%,0%,"Smith, Kerry S.",
BE,2120,1,Fundamentals of Be,63%,33%,0%,0%,0%,0%,0%,4%,"Drapcho, Caye Marie",
BE,3200,1,Principles & Prac of Geomatics,50%,19%,19%,13%,0%,0%,0%,0%,"Owino, Tom O.",
BE,4100,1,Biological Kinetics,25%,50%,15%,10%,0%,0%,0%,0%,"Drapcho, Caye Marie",
BE,4150,1,Instr & Control Be,24%,43%,29%,5%,0%,0%,0%,0%,"Zheng, Yi",
BE,4280,1,Biochem Engr,70%,10%,20%,0%,0%,0%,0%,0%,"Walker, Terry H",
BE,4740,1,B E Design/Proj Mgt,56%,44%,0%,0%,0%,0%,0%,0%,"Owino, Tom O.",
BE,4750,1,B E Capstone Design,38%,44%,19%,0%,0%,0%,0%,0%,"Drapcho, Caye Marie",
BIOE,1010,1,Biol for Bioengr,84%,11%,5%,0%,0%,0%,0%,0%,"Simionescu, Agneta",
BIOE,2010,1,Intro Biomed Engr,59%,28%,8%,2%,2%,0%,0%,2%,"Webb, Charles K",
BIOE,2010,2,Intro Biomed Engr,60%,30%,4%,0%,1%,0%,0%,4%,"Alexis, Frank",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 10 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BIOE,3020,1,Biomaterials,45%,32%,15%,2%,3%,0%,0%,3%,"Vertegel, Alexey Ale",
BIOE,3200,1,Biomechanics,59%,25%,3%,0%,0%,0%,0%,13%,"Benson, Lisa C",
BIOE,3210,1,Biofluid Mechanics,68%,14%,18%,0%,0%,0%,0%,0%,"Gao, Zhi",
BIOE,3700,1,Bioinst & Imaging,68%,26%,2%,2%,2%,0%,0%,0%,"Dean, Delphine",
BIOE,4010,1,Bio E Design Theory,96%,4%,0%,0%,0%,0%,0%,0%,"Desjardins, John D",
BIOE,4120,1,Orthopaedic Engr and Pathology,75%,25%,0%,0%,0%,0%,0%,0%,"Harman, Melinda K",
BIOE,4400,1,Biotech for Bio E,50%,40%,10%,0%,0%,0%,0%,0%,"Harcum, Sarah W",
BIOE,8000,2,Seminar in Bioeng,0%,0%,0%,0%,0%,90%,5%,5%,"Laberge, Martine",
BIOE,8010,1,Bio Materials,29%,68%,3%,0%,0%,0%,0%,0%,"Latour, Robert A",
BIOE,8030,401,Polymeric Biomatls,20%,60%,0%,0%,0%,0%,0%,20%,"Vyavahare, Narendra",
BIOE,8200,1,Structl Biomechanics,90%,10%,0%,0%,0%,0%,0%,0%,"Yao, Hai",
BIOE,8700,1,Bioinstrumentation,57%,29%,14%,0%,0%,0%,0%,0%,"Kwartowitz, David M",
BIOL,1010,1,Frontiers in Biology I,65%,18%,10%,2%,3%,0%,0%,2%,"Ballard, Robert Edwa",
BIOL,1030,1,General Biology I,40%,25%,16%,9%,4%,0%,0%,5%,"Espinoza, Nora R",
BIOL,1030,2,General Biology I,7%,28%,37%,15%,9%,0%,0%,5%,"Baldwin, William S",
BIOL,1030,4,General Biology I,16%,22%,31%,15%,5%,0%,0%,12%,"Sparace, Salvatore A",
BIOL,1030,5,General Biology I,32%,25%,27%,6%,5%,0%,0%,5%,"Whitehead, Kristi Ja",
BIOL,1030,7,General Biology I (HON),50%,44%,6%,0%,0%,0%,0%,0%,"Espinoza, Nora R",H
BIOL,1050,1,General Biology Lab I,9%,41%,32%,9%,9%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,2,General Biology Lab I,14%,52%,10%,14%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,3,General Biology Lab I,15%,45%,25%,10%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,4,General Biology Lab I,14%,41%,23%,18%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,5,General Biology Lab I,9%,43%,43%,0%,4%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,6,General Biology Lab I,9%,32%,41%,14%,0%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,7,General Biology Lab I,14%,38%,19%,10%,10%,0%,0%,10%,"Kaisa, Tafadzwa R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 11 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BIOL,1050,8,General Biology Lab I,24%,38%,19%,10%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,9,General Biology Lab I,0%,38%,24%,24%,14%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,10,General Biology Lab I,8%,54%,21%,8%,8%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,11,General Biology Lab I,0%,48%,39%,9%,0%,0%,0%,4%,"Kaisa, Tafadzwa R",
BIOL,1050,12,General Biology Lab I,14%,32%,36%,9%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,13,General Biology Lab I,0%,39%,39%,13%,4%,0%,0%,4%,"Kaisa, Tafadzwa R",
BIOL,1050,14,General Biology Lab I,14%,50%,32%,0%,0%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,15,General Biology Lab I,14%,41%,32%,14%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,16,General Biology Lab I,14%,73%,5%,5%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,17,General Biology Lab I,0%,27%,59%,9%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,18,General Biology Lab I,4%,26%,39%,22%,0%,0%,0%,9%,"Kaisa, Tafadzwa R",
BIOL,1050,19,General Biology Lab I,17%,35%,30%,4%,4%,0%,0%,9%,"Kaisa, Tafadzwa R",
BIOL,1050,20,General Biology Lab I,0%,67%,29%,0%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,21,General Biology Lab I,19%,24%,24%,24%,0%,0%,0%,10%,"Kaisa, Tafadzwa R",
BIOL,1050,22,General Biology Lab I,26%,43%,9%,9%,9%,0%,0%,4%,"Kaisa, Tafadzwa R",
BIOL,1050,23,General Biology Lab I,13%,52%,26%,4%,0%,0%,0%,4%,"Kaisa, Tafadzwa R",
BIOL,1050,25,General Biology Lab I,18%,55%,18%,9%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,26,General Biology Lab I,22%,35%,30%,4%,9%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,28,General Biology Lab I,5%,50%,25%,5%,15%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,29,General Biology Lab I,10%,25%,40%,15%,0%,0%,0%,10%,"Kaisa, Tafadzwa R",
BIOL,1050,30,General Biology Lab I,0%,47%,32%,5%,16%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,31,General Biology Lab I,24%,33%,33%,0%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,32,General Biology Lab I,5%,25%,30%,20%,10%,0%,0%,10%,"Kaisa, Tafadzwa R",
BIOL,1050,33,General Biology Lab I,0%,41%,27%,5%,23%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,35,General Biology Lab I,21%,46%,21%,0%,13%,0%,0%,0%,"Kaisa, Tafadzwa R",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 12 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BIOL,1050,36,General Biology Lab I,21%,38%,33%,8%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,37,General Biology Lab I,9%,59%,9%,18%,0%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,38,General Biology Lab I,10%,48%,33%,0%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,39,General Biology Lab I,18%,36%,18%,5%,5%,0%,0%,18%,"Kaisa, Tafadzwa R",
BIOL,1050,40,General Biology Lab I,16%,47%,26%,11%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,41,General Biology Lab I,5%,45%,27%,9%,5%,0%,0%,9%,"Kaisa, Tafadzwa R",
BIOL,1050,42,General Biology Lab I,10%,50%,40%,0%,0%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,43,General Biology Lab I,14%,45%,27%,5%,5%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,44,General Biology Lab I,9%,45%,36%,5%,5%,0%,0%,0%,"Kaisa, Tafadzwa R",
BIOL,1050,45,General Biology Lab I,14%,29%,33%,0%,19%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1050,46,General Biology Lab I,14%,36%,41%,5%,0%,0%,0%,5%,"Kaisa, Tafadzwa R",
BIOL,1090,1,Intro to Life Sci,88%,9%,0%,0%,0%,0%,0%,4%,"Hardwick, Renea Chri",
BIOL,1100,1,Prin of Biology I,20%,38%,25%,5%,2%,0%,0%,11%,"Kosinski, Robert J",
BIOL,1100,2,Prin of Biology I (HON),92%,7%,2%,0%,0%,0%,0%,0%,"Kosinski, Robert J",H
BIOL,1100,3,Prin of Biology I,19%,30%,26%,9%,3%,0%,0%,12%,"Dittrich-Reed, Dylan",
BIOL,1200,2,Biological Inq Lab,70%,30%,0%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,3,Biological Inq Lab,62%,38%,0%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,4,Biological Inq Lab,42%,42%,16%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,5,Biological Inq Lab,64%,32%,0%,5%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,6,Biological Inq Lab,77%,23%,0%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,7,Biological Inq Lab,50%,40%,5%,5%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,8,Biological Inq Lab,62%,38%,0%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,11,Biological Inq Lab,68%,21%,11%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,13,Biological Inq Lab,85%,15%,0%,0%,0%,0%,0%,0%,"Minor, V Christine M",
BIOL,1200,14,Biological Inq Lab,52%,48%,0%,0%,0%,0%,0%,0%,"Minor, V Christine M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 13 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BIOL,1200,15,Biological Inq Lab,72%,17%,0%,0%,0%,0%,0%,11%,"Minor, V Christine M",
BIOL,1200,16,Biological Inq Lab,59%,29%,0%,0%,0%,0%,0%,12%,"Minor, V Christine M",
BIOL,1220,1,Keys to Biodiversity,35%,39%,14%,9%,0%,0%,0%,3%,"Ickes, Kalan L",
BIOL,1230,1,Keys to Human Biol,26%,35%,28%,8%,4%,0%,0%,0%,"Minor, V Christine M",
BIOL,1230,2,Keys to Human Biol,28%,42%,22%,4%,3%,0%,0%,1%,"Minor, V Christine M",
BIOL,2000,3,Biology in the News,85%,15%,0%,0%,0%,0%,0%,0%,"Hughes, Thomas A",
BIOL,2000,4,Biology in the News,67%,28%,6%,0%,0%,0%,0%,0%,"Whitwell, Ted",
BIOL,2000,5,Biology in the News,84%,16%,0%,0%,0%,0%,0%,0%,"Turnbull, Matthew W",
BIOL,2000,6,Biology in the News,84%,5%,5%,0%,5%,0%,0%,0%,"Turnbull, Matthew W",
BIOL,2000,9,Biology in the News,89%,5%,0%,0%,0%,0%,0%,5%,"Surver, William M",
BIOL,2000,10,Biology in the News,72%,6%,6%,0%,0%,0%,0%,17%,"Ickes, Kalan L",
BIOL,2000,11,Biology in the News,89%,11%,0%,0%,0%,0%,0%,0%,"Bielenberg, Douglas",
BIOL,2040,1,"Environ, Energy and Society",41%,30%,14%,2%,9%,0%,0%,5%,"Hains, John Jenkins",
BIOL,2220,1,Human Anat and Physiology I,25%,30%,23%,9%,5%,0%,0%,8%,"Cummings, John R",H
BIOL,2220,2,Human Anat and Physiology I,30%,32%,19%,8%,5%,0%,0%,6%,"Cummings, John R",
BIOL,3030,1,Vertebrate Biology,27%,26%,18%,19%,5%,0%,0%,5%,"Blob, Richard W.",
BIOL,3030,2,Vertebrate Biology (HON),89%,11%,0%,0%,0%,0%,0%,0%,"Blob, Richard W.",H
BIOL,3040,1,Biology of Plants,30%,38%,15%,13%,1%,0%,0%,5%,"Wells, Christina E.",
BIOL,3070,1,Vertebrate Biology Lab,76%,19%,0%,0%,0%,0%,0%,5%,"Blob, Richard W.",
BIOL,3070,2,Vertebrate Biology Lab,76%,19%,5%,0%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,3,Vertebrate Biology Lab,50%,40%,0%,0%,5%,0%,0%,5%,"Blob, Richard W.",
BIOL,3070,4,Vertebrate Biology Lab,63%,37%,0%,0%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,5,Vertebrate Biology Lab,70%,30%,0%,0%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,6,Vertebrate Biology Lab,86%,10%,5%,0%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,7,Vertebrate Biology Lab,76%,19%,0%,0%,0%,0%,0%,5%,"Blob, Richard W.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 14 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BIOL,3070,8,Vertebrate Biology Lab,67%,33%,0%,0%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,9,Vertebrate Biology Lab,76%,19%,0%,5%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,10,Vertebrate Biology Lab,45%,25%,15%,5%,5%,0%,0%,5%,"Blob, Richard W.",
BIOL,3070,11,Vertebrate Biology Lab,81%,14%,0%,5%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,12,Vertebrate Biology Lab,63%,26%,11%,0%,0%,0%,0%,0%,"Blob, Richard W.",
BIOL,3070,13,Vertebrate Biology Lab,38%,48%,5%,5%,0%,0%,0%,5%,"Blob, Richard W.",
BIOL,3080,1,Biology of Plants Practicum,56%,11%,11%,11%,0%,0%,0%,11%,"Ballard, Robert Edwa",
BIOL,3080,3,Biology of Plants Practicum,20%,40%,10%,0%,10%,0%,0%,20%,"Ballard, Robert Edwa",
BIOL,3080,4,Biology of Plants Practicum,15%,35%,20%,5%,0%,0%,0%,25%,"Ballard, Robert Edwa",
BIOL,3080,5,Biology of Plants Practicum,58%,11%,16%,11%,0%,0%,0%,5%,"Ballard, Robert Edwa",
BIOL,3080,6,Biology of Plants Practicum,32%,21%,26%,5%,5%,0%,0%,11%,"Ballard, Robert Edwa",
BIOL,3150,1,Functional Human Anatomy,16%,47%,24%,10%,1%,0%,0%,2%,"McNutt-Scott, Tamara",
BIOL,3150,2,Functional Human Anatomy,34%,46%,13%,1%,1%,0%,0%,5%,"McNutt-Scott, Tamara",
BIOL,3200,1,Field Botany,21%,42%,21%,6%,4%,0%,0%,6%,"Spira, Timothy P",
BIOL,3350,1,Evolutionary Biology,39%,38%,15%,5%,3%,0%,0%,1%,"Ptacek, Margaret",
BIOL,3510,1,Biological Anthropology,36%,27%,27%,0%,0%,0%,0%,9%,"Rapaport, Lisa G",
BIOL,3530,1,Forensic Anthrolpology,35%,24%,35%,0%,6%,0%,0%,0%,"Weisensee, Katherine",
BIOL,4060,1,Introductory Plant Taxonomy,71%,23%,3%,0%,0%,0%,0%,3%,"McMillan, Patrick D.",
BIOL,4070,1,Plant Taxonomy Lab,67%,29%,0%,0%,0%,0%,0%,5%,"McMillan, Patrick D.",
BIOL,4070,2,Plant Taxonomy Lab,80%,13%,7%,0%,0%,0%,0%,0%,"McMillan, Patrick D.",
BIOL,4140,1,Basic Immunology,41%,29%,6%,6%,6%,0%,0%,12%,"Wei, Yanzhang",
BIOL,4250,1,Introductory Mycology,50%,10%,0%,20%,20%,0%,0%,0%,"Kerrigan, Julia Loui",
BIOL,4340,1,Biological Chem Lab Techniques,25%,8%,58%,0%,0%,0%,0%,8%,"Sparace, Salvatore A",
BIOL,4340,2,Biological Chem Lab Techniques,0%,45%,27%,18%,9%,0%,0%,0%,"Sparace, Salvatore A",
BIOL,4340,3,Biological Chem Lab Techniques,15%,31%,54%,0%,0%,0%,0%,0%,"Sparace, Salvatore A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 15 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BIOL,4340,4,Biological Chem Lab Techniques,18%,73%,0%,0%,0%,0%,0%,9%,"Sparace, Salvatore A",
BIOL,4410,1,Ecology,20%,44%,22%,10%,0%,0%,0%,4%,"Tonkyn, David W",
BIOL,4410,2,Ecology (HON),80%,20%,0%,0%,0%,0%,0%,0%,"Tonkyn, David W",H
BIOL,4430,1,Freshwater Ecology,52%,34%,9%,0%,0%,0%,0%,5%,"Hains, John Jenkins",
BIOL,4440,1,Freshwater Ecology Lab (Lec),80%,0%,10%,0%,0%,0%,0%,10%,"Hains, John Jenkins",
BIOL,4450,1,Ecology Laboratory (Lec),69%,19%,0%,0%,6%,0%,0%,6%,"Tonkyn, David W",
BIOL,4450,2,Ecology Laboratory (Lec),64%,18%,0%,0%,0%,0%,0%,18%,"Tonkyn, David W",
BIOL,4450,3,Ecology Laboratory (Lec),64%,27%,0%,0%,0%,0%,0%,9%,"Tonkyn, David W",
BIOL,4450,4,Ecology Laboratory (Lec),57%,29%,7%,0%,0%,0%,0%,7%,"Tonkyn, David W",
BIOL,4610,1,Cell Biology,28%,38%,18%,7%,7%,0%,0%,2%,"Bain, Lisa J",
BIOL,4610,2,Cell Biology (HON),69%,23%,0%,0%,0%,0%,0%,8%,"Bain, Lisa J",H
BIOL,4620,3,Cell Biology Lab (Lec),64%,29%,0%,7%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,5,Cell Biology Lab (Lec),80%,13%,7%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,6,Cell Biology Lab (Lec),80%,13%,7%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,8,Cell Biology Lab (Lec),47%,40%,7%,0%,0%,0%,0%,7%,"Temesvari, Lesly",
BIOL,4620,10,Cell Biology Lab (Lec),63%,38%,0%,0%,0%,0%,0%,0%,"Temesvari, Lesly",
BIOL,4620,11,Cell Biology Lab (Lec),73%,20%,0%,0%,0%,0%,0%,7%,"Temesvari, Lesly",
BIOL,4660,1,Evolution of Human Behavior,50%,14%,21%,0%,0%,0%,0%,14%,"Rapaport, Lisa G",
BIOL,4670,1,Principles of Hematology,68%,16%,13%,0%,3%,0%,0%,0%,"Gallicchio, Vincent",
BIOL,4750,1,Comparative Physiology,34%,46%,10%,2%,5%,0%,0%,2%,"Sears, Michael W",
BIOL,4790,1,Kinesiology,80%,13%,3%,0%,0%,0%,0%,3%,"Thigpen, Charles Ald",
BIOL,4930,2,Adv Cancer Research SR Seminar,60%,40%,0%,0%,0%,0%,0%,0%,"Chen, Wen Y",
BIOL,6410,1,Ecology,20%,60%,0%,0%,0%,0%,0%,20%,"Tonkyn, David W",
BIOL,8420,1,Understand Cellular Processes,81%,11%,1%,0%,3%,0%,0%,4%,"Chapman, Susan Carol",
BIOL,8440,1,Understanding the Human Body,62%,28%,5%,0%,5%,0%,0%,1%,"Baldwin, William S",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 16 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
BUS,1010,1,Business Foundations,26%,58%,11%,0%,0%,0%,0%,5%,"Giebner, Michael G",
BUS,1010,2,Business Foundations,6%,72%,17%,6%,0%,0%,0%,0%,"Giebner, Michael G",
BUS,1010,3,Business Foundations,47%,32%,16%,0%,0%,0%,0%,5%,"Giebner, Michael G",
BUS,1010,4,Business Foundations,6%,56%,17%,22%,0%,0%,0%,0%,"Giebner, Michael G",
BUS,1010,5,Business Foundations,26%,53%,16%,0%,0%,0%,0%,5%,"Giebner, Michael G",
BUS,1010,6,Business Foundations,16%,37%,37%,0%,0%,0%,0%,11%,"Giebner, Michael G",
BUS,1010,7,Business Foundations,5%,47%,21%,5%,11%,0%,0%,11%,"Giebner, Michael G",
BUS,1010,8,Business Foundations,5%,47%,16%,5%,0%,0%,0%,26%,"Giebner, Michael G",
BUS,1010,9,Business Foundations,16%,53%,21%,0%,5%,0%,0%,5%,"Giebner, Michael G",
BUS,1010,10,Business Foundations,24%,43%,24%,5%,0%,0%,0%,5%,"Giebner, Michael G",
BUS,1010,11,Business Foundations,26%,47%,26%,0%,0%,0%,0%,0%,"Young, Lance Scott",
BUS,1010,12,Business Foundations,32%,42%,21%,0%,0%,0%,0%,5%,"Young, Lance Scott",
BUS,1010,13,Business Foundations,32%,58%,11%,0%,0%,0%,0%,0%,"Young, Lance Scott",
BUS,1010,14,Business Foundations,39%,44%,17%,0%,0%,0%,0%,0%,"Young, Lance Scott",
BUS,1010,15,Business Foundations,37%,53%,5%,0%,0%,0%,0%,5%,"Young, Lance Scott",
BUS,1010,16,Business Foundations,44%,50%,6%,0%,0%,0%,0%,0%,"Young, Lance Scott",
BUS,1010,17,Business Foundations,2%,38%,28%,13%,2%,0%,0%,17%,"Giebner, Michael G",
BUS,1010,18,Business Foundations,53%,32%,11%,0%,0%,0%,0%,5%,"De Iulio, Edward Bar",
BUS,1010,19,Business Foundations,47%,42%,5%,0%,0%,0%,0%,5%,"De Iulio, Edward Bar",
BUS,1010,20,Business Foundations,37%,58%,0%,0%,5%,0%,0%,0%,"De Iulio, Edward Bar",
BUS,1010,21,Business Foundations,33%,38%,14%,0%,10%,0%,0%,5%,"De Iulio, Edward Bar",
BUS,1010,22,Business Foundations,10%,63%,19%,8%,0%,0%,0%,0%,"De Iulio, Edward Bar",
BUS,1010,23,Business Foundations,28%,67%,6%,0%,0%,0%,0%,0%,"Edge, Sandy",
BUS,1010,24,Business Foundations,11%,63%,21%,0%,5%,0%,0%,0%,"Edge, Sandy",
BUS,1010,25,Business Foundations,16%,74%,11%,0%,0%,0%,0%,0%,"Edge, Sandy",
