Course,Number,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
NURS,3040,400,Pathophysiology,69%,31%,0%,0%,0%,0%,0%,0%,"Vess, Pamela Joy",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 84 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
NURS,3040,401,Pathophysiology,72%,22%,6%,0%,0%,0%,0%,0%,"Vess, Pamela Joy",
NURS,3100,1,Health Assessment,63%,37%,0%,0%,0%,0%,0%,0%,"Willoughby, Deborah",
NURS,3100,400,Health Assessment,24%,59%,12%,6%,0%,0%,0%,0%,"Willoughby, Deborah",
NURS,3120,1,Foundations of Nurs,55%,37%,5%,3%,0%,0%,0%,0%,"Pye, Angela K",
NURS,3120,400,Foundations of Nurs,24%,65%,12%,0%,0%,0%,0%,0%,"Pye, Angela K",
NURS,3190,400,Health Assess Rns,89%,6%,0%,6%,0%,0%,0%,0%,"Rice, Jennifer Geter",
NURS,3200,1,Prof in Nurs,93%,7%,0%,0%,0%,0%,0%,0%,"Busby, Terry Kaye",
NURS,3230,400,Gerontology Nurs,88%,10%,2%,0%,0%,0%,0%,0%,"McIntosh, Tawny Jenn",
NURS,3300,1,Research in Nursing,85%,15%,0%,0%,0%,0%,0%,0%,"Parker, Veronica G",
NURS,3300,2,Research in Nursing,83%,17%,0%,0%,0%,0%,0%,0%,"Parker, Veronica G",
NURS,3400,1,Pharmther Nursing,51%,36%,10%,3%,0%,0%,0%,0%,"Murton, Catherine Si",
NURS,3400,400,Pharmther Nursing,24%,65%,12%,0%,0%,0%,0%,0%,"Murton, Catherine Si",
NURS,4010,1,Mental Health Nurs,88%,12%,0%,0%,0%,0%,0%,0%,"Garrard, Lindsey Reb",
NURS,4030,200,Complex Nurs Adults,87%,13%,0%,0%,0%,0%,0%,0%,"Whitcomb, John Josep",
NURS,4030,230,Complex Nurs Adults,88%,12%,0%,0%,0%,0%,0%,0%,"Whitcomb, John Josep",
NURS,4110,1,Nursing of Children,51%,47%,2%,0%,0%,0%,0%,0%,"Temples, Heide S.",
NURS,4120,1,Nurs Women and Fam,69%,31%,0%,0%,0%,0%,0%,0%,"Miller, Lisa B",
NURS,4150,1,Comm Hlth Nursing,90%,10%,0%,0%,0%,0%,0%,0%,"Gillespie, Jackie S",
NURS,4250,200,Community Nursing,79%,21%,0%,0%,0%,0%,0%,0%,"Amerson, Roxanne",
NURS,8050,400,Pharmaco Adv Nurs,90%,10%,0%,0%,0%,0%,0%,0%,"Vess, Pamela Joy",
NURS,8060,400,Advan Assessment for Nursing,70%,30%,0%,0%,0%,0%,0%,0%,"Davis, Stephanie Cla",
NURS,8200,200,Child & Adol Nursing,48%,52%,0%,0%,0%,0%,0%,0%,"Temples, Heide S.",
NURS,8220,200,Gerontology Nursing,92%,5%,0%,0%,0%,0%,0%,3%,"Davis, Stephanie Cla",
NUTR,2050,1,Nutr for Nurs Prof,41%,53%,6%,0%,0%,0%,0%,0%,"Haliena, Rita M",
NUTR,2160,1,Evidence-Based Nutrition,93%,4%,0%,1%,0%,0%,0%,1%,"Fraser, Angela M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 85 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
NUTR,4240,1,Medical Nutr Thera I,36%,55%,5%,2%,0%,0%,0%,2%,"Haliena, Rita M",
NUTR,4510,1,Human Nutrition,48%,40%,4%,1%,1%,0%,0%,4%,"Haley-Zitlin, Vivian",
NUTR,6510,1,Human Nutrition,60%,40%,0%,0%,0%,0%,0%,0%,"Haley-Zitlin, Vivian",
NUTR,8020,1,Special Topics,71%,29%,0%,0%,0%,0%,0%,0%,"Jesch, Elliot D",
PA,1010,1,Intro to Perf Arts,79%,11%,8%,0%,0%,0%,0%,3%,"Hartmann, David J",
PA,1030,1,Portfolio I,86%,5%,0%,5%,0%,0%,0%,3%,"Dzuris, Linda",
PA,2010,1,Career Planning and Prof Devel,70%,20%,0%,10%,0%,0%,0%,0%,"Hosler, Ned M",
PA,2790,1,Perf Arts Pract I,71%,17%,4%,4%,0%,0%,0%,4%,"Moore, Kenneth W",
PA,3010,1,Prin of Arts Admin,80%,20%,0%,0%,0%,0%,0%,0%,"Buyer, Paul L",
PADM,7020,400,Research Methods,50%,50%,0%,0%,0%,0%,0%,0%,"Chrestman, Ronald E",
PADM,8210,400,Per On Pub Admin,75%,8%,8%,0%,8%,0%,0%,0%,"Mellott, Mark Daniel",
PADM,8290,400,Pub Financial Mgmt,85%,8%,8%,0%,0%,0%,0%,0%,"Frager, Robert D",
PADM,8670,400,State Government,71%,14%,0%,0%,14%,0%,0%,0%,"Bundrick, Alfred E",
PADM,8780,400,Legal Aspects of Nonprofits,40%,40%,20%,0%,0%,0%,0%,0%,"Catone, Anthony Shau",
PAS,3010,1,Pan African Studies,37%,34%,24%,3%,3%,0%,0%,0%,"Bartley, Abel A",
PHIL,1010,1,Intro to Phil Prob,57%,14%,17%,0%,3%,0%,0%,9%,"Stegall, David L",
PHIL,1010,2,Intro to Phil Prob,68%,15%,6%,3%,0%,0%,0%,9%,"Stegall, David L",
PHIL,1010,3,Intro to Phil Prob,66%,23%,6%,0%,0%,0%,0%,6%,"Hannen, Michael Hal",
PHIL,1010,4,Intro to Phil Prob,53%,21%,0%,5%,5%,0%,0%,16%,"Ingle, Jennifer F",H
PHIL,1020,3,Intro to Logic,65%,18%,12%,0%,6%,0%,0%,0%,"Hannen, Michael Hal",
PHIL,1020,4,Intro to Logic,72%,17%,3%,3%,6%,0%,0%,0%,"Hannen, Michael Hal",
PHIL,1020,5,Intro to Logic,35%,31%,19%,4%,8%,0%,0%,4%,"Mun, Cecilea",
PHIL,1020,6,Intro to Logic,45%,14%,14%,5%,0%,0%,0%,23%,"Mun, Cecilea",
PHIL,1020,7,Intro to Logic,53%,5%,11%,11%,0%,0%,0%,21%,"Mun, Cecilea",
PHIL,1030,2,Intro to Ethics,51%,40%,0%,0%,3%,0%,0%,6%,"Stegall, David L",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 86 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHIL,1030,3,Intro to Ethics,29%,54%,14%,0%,0%,0%,0%,4%,"Starkey, Charles",
PHIL,1030,4,Intro to Ethics,65%,23%,0%,0%,0%,0%,0%,13%,"Hannen, Michael Hal",
PHIL,1030,5,Intro to Ethics,50%,36%,7%,4%,0%,0%,0%,4%,"Ingle, Jennifer F",
PHIL,1030,6,Intro to Ethics,18%,56%,15%,6%,0%,0%,0%,6%,"Ingle, Jennifer F",
PHIL,1030,7,Intro to Ethics,61%,33%,0%,3%,0%,0%,0%,3%,"Satris, Stephen A",
PHIL,3040,1,Moral Philosophy,27%,40%,27%,0%,3%,0%,0%,3%,"Starkey, Charles",
PHIL,3150,1,Ancient Philosophy,53%,31%,13%,0%,0%,0%,0%,3%,"Satris, Stephen A",
PHIL,3160,1,Mod Phil,52%,42%,3%,0%,3%,0%,0%,0%,"Hannen, Michael Hal",
PHIL,3180,1,20th-Century Phil,15%,35%,32%,9%,9%,0%,0%,0%,"Maker, William A",
PHIL,3200,1,Soc and Pol Phil,36%,9%,18%,27%,9%,0%,0%,0%,"Ingle, Jennifer F",
PHIL,3210,1,Crime & Punishment,25%,39%,21%,0%,4%,0%,0%,11%,"Wueste, Daniel E",
PHIL,3230,1,Theory of Knowledge,26%,37%,15%,4%,4%,0%,0%,15%,"Mun, Cecilea",
PHIL,3260,1,Science and Values,44%,29%,15%,0%,3%,0%,0%,9%,"Garnar, Andrew W",
PHIL,3260,2,Science and Values,37%,51%,9%,0%,3%,0%,0%,0%,"Garnar, Andrew W",
PHIL,3260,3,Science and Values,21%,55%,6%,0%,3%,0%,0%,15%,"Garnar, Andrew W",
PHIL,3300,1,Contemporary Issues in Phil,42%,50%,8%,0%,0%,0%,0%,0%,"May, Todd G",
PHIL,3330,1,Metaphysics,76%,21%,3%,0%,0%,0%,0%,0%,"Stegall, David L",
PHIL,3430,1,Phil of Law,35%,39%,16%,3%,0%,0%,0%,6%,"Delmas, Candice",
PHIL,3440,1,Business Ethics,31%,64%,6%,0%,0%,0%,0%,0%,"Perpich, Diane",
PHIL,3450,1,Environmental Ethics,34%,34%,26%,3%,3%,0%,0%,0%,"Ingle, Jennifer F",
PHIL,3460,1,Medical Ethics,64%,36%,0%,0%,0%,0%,0%,0%,"Delmas, Candice",
PHIL,3990,1,Philosophy Portfolio,42%,33%,25%,0%,0%,0%,0%,0%,"Perpich, Diane",
PHIL,4020,1,Topics in Philosophy,50%,30%,10%,0%,0%,0%,0%,10%,"May, Todd G",
PHSC,1180,1,Intro Phys & Astro,79%,14%,2%,0%,2%,0%,0%,2%,"Nammouz, Minory",
PHYS,1220,1,Physics With Cal I,23%,30%,21%,9%,10%,0%,0%,7%,"The, Lih-sin",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 87 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,1220,2,Physics With Cal I,20%,37%,23%,10%,8%,0%,0%,2%,"The, Lih-sin",
PHYS,1220,4,Phys W/Cal I (PHYS MAJ ONLY),47%,33%,7%,0%,13%,0%,0%,0%,"Daw, Murray S",
PHYS,1240,1,Physics Lab I,24%,71%,0%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,2,Physics Lab I,65%,35%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,3,Physics Lab I,36%,50%,0%,0%,7%,0%,0%,7%,"Hester, Jerry D",
PHYS,1240,4,Physics Lab I,39%,33%,22%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,5,Physics Lab I,39%,44%,0%,0%,0%,0%,0%,17%,"Hester, Jerry D",
PHYS,1240,6,Physics Lab I,18%,76%,0%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,7,Physics Lab I,29%,65%,6%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,8,Physics Lab I,67%,22%,6%,0%,6%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,9,Physics Lab I,63%,19%,0%,0%,6%,0%,0%,13%,"Hester, Jerry D",
PHYS,1240,10,Physics Lab I,71%,29%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,11,Physics Lab I,39%,33%,17%,0%,6%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,12,Physics Lab I,44%,44%,11%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,1240,13,Physics Lab I,28%,50%,11%,0%,6%,0%,0%,6%,"Hester, Jerry D",
PHYS,1240,14,Physics Lab I,43%,29%,14%,0%,14%,0%,0%,0%,"Hester, Jerry D",
PHYS,2070,1,General Physics I,38%,32%,13%,6%,5%,0%,0%,6%,"Pope, Amy Liann",
PHYS,2070,2,General Physics I,43%,34%,11%,6%,4%,0%,0%,2%,"Puneet, Pooja",
PHYS,2070,3,General Physics I,17%,37%,24%,10%,4%,0%,0%,8%,"Potvin, Geoffrey Dou",
PHYS,2080,1,General Physics II,61%,20%,8%,7%,4%,0%,0%,1%,"Pope, Amy Liann",
PHYS,2090,1,Gen Phys Lab I,55%,36%,9%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,2,Gen Phys Lab I,75%,17%,0%,8%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,3,Gen Phys Lab I,92%,4%,0%,0%,0%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,4,Gen Phys Lab I,70%,26%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,5,Gen Phys Lab I,73%,23%,5%,0%,0%,0%,0%,0%,"Hester, Jerry D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 88 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,2090,6,Gen Phys Lab I,91%,0%,0%,0%,0%,0%,0%,9%,"Hester, Jerry D",
PHYS,2090,7,Gen Phys Lab I,65%,30%,0%,0%,0%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,8,Gen Phys Lab I,82%,18%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,9,Gen Phys Lab I,58%,38%,0%,0%,0%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,10,Gen Phys Lab I,73%,14%,14%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,11,Gen Phys Lab I,32%,50%,14%,0%,0%,0%,0%,5%,"Hester, Jerry D",
PHYS,2090,12,Gen Phys Lab I,75%,17%,8%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,13,Gen Phys Lab I,71%,17%,8%,4%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,14,Gen Phys Lab I,79%,13%,0%,0%,0%,0%,0%,8%,"Hester, Jerry D",
PHYS,2090,15,Gen Phys Lab I,54%,42%,0%,0%,0%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,16,Gen Phys Lab I,65%,22%,4%,0%,0%,0%,0%,9%,"Hester, Jerry D",
PHYS,2090,17,Gen Phys Lab I,88%,13%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,18,Gen Phys Lab I,55%,41%,0%,0%,0%,0%,0%,5%,"Hester, Jerry D",
PHYS,2090,19,Gen Phys Lab I,63%,33%,0%,0%,0%,0%,0%,4%,"Hester, Jerry D",
PHYS,2090,20,Gen Phys Lab I,58%,29%,8%,0%,4%,0%,0%,0%,"Hester, Jerry D",
PHYS,2090,21,Gen Phys Lab I,32%,36%,18%,0%,9%,0%,0%,5%,"Hester, Jerry D",
PHYS,2090,22,Gen Phys Lab I,57%,30%,0%,0%,0%,0%,0%,13%,"Hester, Jerry D",
PHYS,2090,23,Gen Phys Lab I,57%,22%,13%,0%,0%,0%,0%,9%,"Hester, Jerry D",
PHYS,2090,24,Gen Phys Lab I,54%,25%,13%,0%,4%,0%,0%,4%,"Hester, Jerry D",
PHYS,2100,1,Gen Phys Lab II,54%,42%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,2,Gen Phys Lab II,57%,43%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,3,Gen Phys Lab II,80%,7%,13%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,4,Gen Phys Lab II,43%,52%,4%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2100,6,Gen Phys Lab II,38%,46%,8%,0%,0%,0%,0%,8%,"Hester, Jerry D",
PHYS,2100,7,Gen Phys Lab II,59%,27%,9%,0%,0%,0%,0%,5%,"Hester, Jerry D",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 89 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,2210,1,Physics With Cal II,27%,36%,24%,10%,2%,0%,0%,1%,"Brown, Jason Stratfo",
PHYS,2210,2,Physics With Cal II,28%,49%,16%,5%,1%,0%,0%,0%,"Brown, Jason Stratfo",
PHYS,2210,3,Physics With Cal II,44%,40%,13%,1%,1%,0%,0%,0%,"Brown, Jason Stratfo",
PHYS,2210,4,Physics With Cal II,12%,57%,21%,4%,4%,0%,0%,1%,"Kang, Hye Jung",
PHYS,2210,7,Physics With Cal II (HON),62%,38%,0%,0%,0%,0%,0%,0%,"Rao, Apparao M.",H
PHYS,2220,1,Phys With Cal III,21%,53%,5%,0%,11%,0%,0%,11%,"King, Jeremy",
PHYS,2230,1,Physics Lab II,25%,63%,6%,6%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,2,Physics Lab II,31%,50%,19%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,3,Physics Lab II,78%,22%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,4,Physics Lab II,44%,56%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,5,Physics Lab II,22%,72%,6%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,6,Physics Lab II,82%,18%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,7,Physics Lab II,35%,53%,6%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,9,Physics Lab II,28%,56%,6%,0%,6%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,10,Physics Lab II,44%,56%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,11,Physics Lab II,53%,33%,7%,0%,7%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,12,Physics Lab II,53%,47%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,13,Physics Lab II,33%,61%,0%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,14,Physics Lab II,56%,39%,0%,0%,0%,0%,0%,6%,"Hester, Jerry D",
PHYS,2230,16,Physics Lab II,8%,75%,8%,8%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2230,17,Physics Lab II,33%,67%,0%,0%,0%,0%,0%,0%,"Hester, Jerry D",
PHYS,2240,1,Physics Lab III,40%,30%,0%,0%,0%,0%,0%,30%,"Hester, Jerry D",
PHYS,2450,1,Physics of Climate,55%,14%,2%,0%,5%,0%,0%,23%,"Lehmacher, Gerald A",
PHYS,3000,1,Intro to Research,72%,17%,0%,6%,0%,0%,0%,6%,"Tritt, Terry M",
PHYS,3110,1,Methods Theor Phys,50%,30%,10%,5%,0%,0%,0%,5%,"Ding, Feng",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 90 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
PHYS,3150,1,Intro to Computational Physics,45%,9%,9%,0%,0%,0%,0%,36%,"Lehmacher, Gerald A",
PHYS,3210,1,Mechanics I,19%,48%,19%,5%,0%,0%,0%,10%,"Meriwether, John W",
PHYS,3250,1,Exper Physics I,25%,63%,6%,0%,0%,0%,0%,6%,"Sosolik, Chad E",
PHYS,4420,1,Electromagnetics II,33%,40%,13%,0%,7%,0%,0%,7%,"Hartmann, Dieter H",
PHYS,4550,1,Quantum Physics I,6%,38%,56%,0%,0%,0%,0%,0%,"He, Jian",
PHYS,8110,1,Meth of Theor Phys I,55%,45%,0%,0%,0%,0%,0%,0%,"Valentini, Antony",
PHYS,8210,1,Classical Mech I,6%,35%,59%,0%,0%,0%,0%,0%,"Oberheide, Jens",
PHYS,8750,7,Intro to Research,89%,11%,0%,0%,0%,0%,0%,0%,"Tritt, Terry M",
PHYS,9510,1,Quantum Mech I,18%,24%,59%,0%,0%,0%,0%,0%,"Marinescu, Domnita C",
PKSC,1010,1,Pkgsc Orientation,66%,17%,8%,5%,2%,0%,0%,1%,"Moore, Robert Truett",
PKSC,1020,1,Intro to Pkg Sci,14%,30%,37%,12%,2%,0%,0%,5%,"Batt, Heather P",
PKSC,2020,1,Packaging Mtl & Mfg,68%,17%,9%,0%,4%,0%,0%,2%,"Moore, Robert Truett",
PKSC,2200,1,Product & Pkg Design,64%,26%,0%,2%,4%,0%,0%,4%,"Snyder, William Aaro",
PKSC,4030,1,Pkg Career Prep,61%,17%,22%,0%,0%,0%,0%,0%,"Kimmel, Robert M.",
PKSC,4040,1,Mech Prop & Prot Pkg,8%,32%,24%,16%,15%,0%,0%,5%,"Batt, Gregory S",
PKSC,4160,1,Appl Polymers in Pkg,20%,48%,25%,3%,3%,0%,0%,2%,"Darby, Duncan O",
PKSC,4200,1,Pkg Design & Dev,61%,9%,30%,0%,0%,0%,0%,0%,"Kimmel, Robert M.",
PKSC,4540,1,Prod Pkg Evl Lab,20%,40%,0%,30%,0%,0%,0%,10%,"Batt, Gregory S",
PKSC,4540,2,Prod Pkg Evl Lab,36%,36%,0%,7%,14%,0%,0%,7%,"Batt, Gregory S",
PKSC,4540,3,Prod Pkg Evl Lab,38%,13%,38%,6%,6%,0%,0%,0%,"Batt, Gregory S",
PKSC,4540,4,Prod Pkg Evl Lab,56%,31%,0%,0%,13%,0%,0%,0%,"Batt, Gregory S",
PKSC,4540,5,Prod Pkg Evl Lab,38%,44%,0%,6%,6%,0%,0%,6%,"Batt, Gregory S",
PKSC,4640,1,Fd & Hc Pkg Systems,58%,26%,10%,3%,0%,0%,0%,3%,"Cooksey, Kay D",
PKSC,8170,1,Pckg Materials: Sci & Technol,82%,9%,9%,0%,0%,0%,0%,0%,"Darby, Duncan O",
PLPA,3100,1,Principles of Plant Pathology,38%,38%,25%,0%,0%,0%,0%,0%,"Jeffers, Steven Nye",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 91 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
POSC,1010,1,Amer National Govt,16%,29%,25%,16%,4%,0%,0%,11%,"Woodard, James D",
POSC,1010,2,Amer National Govt,6%,15%,30%,18%,9%,0%,0%,21%,"Warber, Adam L",
POSC,1010,3,Amer National Govt,23%,33%,23%,10%,6%,0%,0%,4%,"Olson, Laura R",
POSC,1010,4,Amer National Govt,23%,30%,25%,10%,5%,0%,0%,8%,"Stewart, Joseph Earl",
POSC,1020,1,Intro Intl Relations,18%,42%,33%,1%,1%,0%,0%,5%,"Tannenbaum, Aron Geo",
POSC,1020,2,Intro Intl Relations,35%,20%,24%,4%,6%,0%,0%,11%,"Miller, Steven Vince",
POSC,1020,4,Intro Intl Relations,7%,46%,34%,7%,0%,0%,0%,4%,"Pearce, Colin",
POSC,1030,1,Intro to Political Theory,20%,34%,17%,14%,6%,0%,0%,9%,"Turner, Brandon P",
POSC,1040,1,Intro Compar Pol,10%,64%,17%,2%,0%,0%,0%,7%,"Hu, Xiaobo",
POSC,1990,1,Intro Pol Sci,55%,18%,13%,2%,8%,0%,0%,4%,"Curtis, Katherine Am",
POSC,3020,1,State and Loc Gov,16%,57%,22%,0%,0%,0%,0%,5%,"Ransom, Bruce W",
POSC,3100,1,Po Sc Internship,92%,0%,0%,0%,0%,0%,0%,8%,"Ransom, Bruce W",
POSC,3410,1,Quant Meth in Pol Sc,46%,31%,8%,8%,8%,0%,0%,0%,"Fine, Jeffrey Allen",
POSC,3610,1,Intl Pol in Crisis,15%,55%,19%,8%,2%,0%,0%,2%,"Matic, Vladimir",
POSC,3630,1,Us Foreign Policy,57%,16%,12%,4%,6%,0%,0%,6%,"Miller, Steven Vince",
POSC,3710,1,European Politics,29%,46%,10%,5%,2%,0%,0%,7%,"Matic, Vladimir",
POSC,4030,1,Us Congress,19%,55%,11%,9%,0%,0%,0%,6%,"Peake, Jeffrey Scott",
POSC,4210,1,Public Policy,55%,32%,11%,0%,0%,0%,0%,2%,"Stewart, Joseph Earl",
POSC,4360,1,Law Courts Politics,57%,38%,5%,0%,0%,0%,0%,0%,"Stewart, Joseph Earl",
POSC,4370,1,Const Law:Rts & Lib,63%,25%,13%,0%,0%,0%,0%,0%,"Frost, Daniel H",
POSC,4380,1,Const Law:Str of Gov,35%,45%,6%,6%,6%,0%,0%,0%,"Frost, Daniel H",
POSC,4420,1,Pol Parties & Elect,40%,29%,17%,9%,3%,0%,0%,3%,"Olson, Laura R",
POSC,4500,1,Plato to Postmodernism,5%,45%,18%,23%,0%,0%,0%,9%,"Woodard, James D",
POSC,4530,1,American Political Thought,14%,71%,14%,0%,0%,0%,0%,0%,"Thompson, C Bradley",
POSC,4560,1,Diplomacy,59%,35%,0%,0%,0%,0%,0%,6%,"Matic, Vladimir",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 92 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
POSC,4710,1,Russian Politics,48%,34%,3%,3%,0%,0%,0%,10%,"Tannenbaum, Aron Geo",
POSC,4760,1,Middle East Politics,69%,13%,13%,0%,0%,6%,0%,0%,"Matic, Vladimir",
POSC,4990,1,Prof Dev in Poli Sci,0%,0%,0%,0%,0%,84%,2%,14%,"Curtis, Katherine Am",
POST,8220,2,Pol Analy/Pol Choice,42%,58%,0%,0%,0%,0%,0%,0%,"Ransom, Bruce W",
PRTM,1950,1,Pro Golf Management Seminar I,64%,27%,9%,0%,0%,0%,0%,0%,"Savedra, Adam R",
PRTM,1980,1,CI in PRTM I,87%,0%,13%,0%,0%,0%,0%,0%,"Tucker, Teresa Walto",
PRTM,1980,6,CI in PRTM I,80%,0%,20%,0%,0%,0%,0%,0%,"Anderson, Denise Mar",
PRTM,2260,1,Fnd of Mgt Adm PRTM,49%,47%,3%,1%,0%,0%,0%,0%,"Tucker, Teresa Walto",
PRTM,2270,1,Prov of Leisure Exp,51%,45%,3%,1%,0%,0%,0%,0%,"Tucker, Teresa Walto",
PRTM,2290,1,Comp Int in PRTM,44%,45%,10%,2%,0%,0%,0%,0%,"Tucker, Teresa Walto",
PRTM,2950,1,Pro Golf Management Seminar II,69%,31%,0%,0%,0%,0%,0%,0%,"Savedra, Adam R",
PRTM,2980,6,CI in PRTM II,73%,9%,18%,0%,0%,0%,0%,0%,"Backman, Kenneth F",
